row_index,DUNS Number,Company Name
4927,728869142,"Xi'an Yunshen Machine Tool Sales Co., Ltd."
4928,547799041,Restricted Data - Order Investigation 547799041
4929,728871431,"Honghe Yuntong Real Estate Development Co., Ltd."
4930,547848734,"Yimen Copper Industry Co., Ltd."
4931,728815541,"Baoshan Water Affairs Investment Co., Ltd."
4932,728872295,Yuanjiang County Kuajiang Daqiao Municipal Administration Road Investment Constr uction Co
4933,728890029,"Lincang Xiangshui Water Conservancy Construction Investment Co., Ltd."
4934,637980860,"Yunnan Haohai Construction Group Co., Ltd. Longchuan Branch"
4935,547790121,"Yunnan Jiantou No.5 Construction Co., Ltd. Construction Decoration Industry Branch"
4936,547768150,"Yunnan Jiantou No.1 Water Conservancy & Hydropower Construction Co., Ltd."
4937,547768036,"Yunnan Jiantou No.4 Construction Co., Ltd."
4938,728883706,"Yunnan Zhongchuang Space Catering Management Co., Ltd."
4939,547823596,"Yunnan Ludong Coal Mine Co., Ltd."
4940,639623397,"Yunnan Zhenpin Gongyan Biotechnology Co., Ltd."
4941,728830491,"Gongshan Cida Forestry Technology Development Co., Ltd."
4942,728854663,"Yunnan Chuxiong Traffic & Transport Group Co., Ltd. Mouding County Driver Traini ng Statio"
4943,728863252,"Yunnan Chuxiong Traffic & Transport Group Co., Ltd. Mouding Car Terminal"
4944,728777771,"Yunnan Chuxiong Jinhua Construction Engineering Group Co., Ltd. Jian'an No.7 Bra nch"
4945,728888016,"Yunnan Chunjiang Renewable Resources Recycling Co., Ltd."
4946,547751701,"Kunming Siweiqi Electric Appliance Industry & Trade Co., Ltd."
4947,728911208,"Yunnan Chunfei Commerce and Trade Co., Ltd."
4948,638175370,"Yunnan Chuke International Biotechnology Co., Ltd."
4949,547758355,"Beijing Jiatai Kangye Technology Development Co., Ltd."
4950,639596581,"Yunnan Tujing Construction Engineering Co., Ltd. Ninglang Branch"
4951,639574880,"Qiubei Chuangzao Hotel Service Co., Ltd."
4952,728912562,"Lincang Chuangsen Industry Co., Ltd."
4953,728849348,"Yunnan Chuangmeng Labor Service Co., Ltd."
4954,728892660,"Yunnan Chuanghao Technology Co., Ltd. No.1 Branch"
4955,728825585,"Kunming Qianwangfu Catering Management Co., Ltd."
4956,728861669,"Yunnan Chimu Catering Management Co., Ltd."
4957,728840330,"Yunnan Metallurgy Resources Co., Ltd. Hulunbuir Branch"
4958,728882900,"Yunnan Chenyu Intelligence Traffic System Co., Ltd."
4959,728760681,"Yunnan Chenya Catering Management Co., Ltd. Qujing Branch"
4960,728755321,"Yunnan Chenhe Property Brokerage Co., Ltd."
4961,728916076,"Yunnan Chengyi Car Service Co., Ltd."
4962,637959100,"Yunnan Chengtou Zhonghe Construction Group Co., Ltd. Diqing Branch"
4963,728874592,"Yunnan Chengshi Planning Architectural Design Institute (Group) Co., Ltd. Planni ng Branch"
4964,638019642,"Yunnan Chengpeng Electrical Engineering Co., Ltd. Zhenkang Branch"
4965,639568918,"Dianqi (Yunnan) New Energy Car Sales Service Co., Ltd."
4966,547797663,"Yunnan Dehua Real Estate Development Co., Ltd."
4967,547797955,"Yunnan Chengfei Industry and Trade Co., Ltd."
4968,728891290,"Yunnan Mingpinfu Cold Chain Logistics Co., Ltd."
4969,728887149,"Kunming Yunli Agricultural & Sideline Products Exchange Market Management Co., L td."
4970,728801146,"Yunnan Chence Engineering Project Management Co., Ltd."
4971,728886688,"Yunnan Chehui Bianjie Ecotechnology Co., Ltd. Yiliu Petrol Station Car Wash Shop"
4972,639576371,"Yuxi Chehuhu Car Maintenance Services Co., Ltd."
4973,728831540,"Yunnan Chashuwang Tea Supply Co., Ltd. Menghai Chashuwang Tea Factory"
4974,638050001,"Kunming Chaoxiao Culture Co., Ltd."
4975,728798791,"Yunnan Chaoshang Investment Co., Ltd."
4976,728798668,"Yunnan Chaoniu Heji Food Culture Management Co., Ltd."
4977,728828553,"Yunnan Chaodelu Investment Co., Ltd."
4978,638009120,"Yunnan Dianpinji Agriculture Development Co., Ltd."
4979,728875721,"Kunming Yingnuoming Mining Co., Ltd."
4980,728836346,"Yunnan Changwei Technology Co., Ltd."
4981,639597049,"Yunnan Changrun Medical Supply Chain Management Co., Ltd."
4982,639563810,"Yunnan Changpeng Dental Hospital Management Co., Ltd. Xishan Rongchuang Dental Clinic"
4983,728778777,"Yunnan Changkai Complete Sets Co., Ltd. Kunming Branch"
4984,639590661,"Yunnan Changhe Medicine Co., Ltd. Yanshan County Dabai Hu Store"
4985,728899926,"Yunnan Changfa Car Trading Co., Ltd. Guojiaao Branch"
4986,639607536,"Yunnan Chafangke Technology Co., Ltd."
4987,728825648,"Yunnan Caoye Film And Television Media Co., Ltd."
4988,728905810,"Yunnan Canxun Information Technology Co., Ltd."
4989,728807125,"Yunnan Caimi Architecture Labor Service Co., Ltd. Ruili Branch"
4990,728846823,"Kunming Caimeitang Medical Management Co., Ltd."
4991,639632908,"Yunnan Caimao Concrete Co., Ltd. Chenggong Branch"
4992,639561891,"Yunnan Cailin Forestry Development Co., Ltd. Pu'er Branch"
4993,728890243,"Yunnan Muge Door & Window Co., Ltd."
4994,728759161,"Chengjiang Bozi Technology Co., Ltd."
4995,639602364,"Yunnan Bozhi Engineering Co., Ltd. Maguan No.2 Branch"
4996,728869360,"Tengchong Boyue Taxation Consulting Co., Ltd."
4997,728765881,"Qujing Boya Hospital Co., Ltd."
4998,728914497,"Fuyuan County Yingshang Town Dejia Coal Mine Co., Ltd."
4999,728899437,"Yunnan Bianchui Bidding Agency Co., Ltd. Dali Branch"
5000,638106193,"Yunnan Yaojing Construction Engineering Co., Ltd."
5001,638039802,"Yunnan Demingli Construction Engineering Co., Ltd."
5002,728744102,"Yunnan Bocheng Industry And Trade Group Co., Ltd."
5003,639533396,"Yunnan Bixuan Commerce and Trade Co., Ltd."
5004,638166550,"Yunnan Yuejing Finance Consulting Management Co., Ltd."
5005,728879122,"Yunnan Benyi Medicine Co., Ltd. Poji Branch"
5006,728889107,"Yunnan Benxi Commerce and Trade Co., Ltd."
5007,728840334,"Yunnan Beimeng Architecture Engineering Co., Ltd."
5008,639627360,"Yunnan Ruisong Construction Engineering Co., Ltd."
5009,728809470,"Yunnan Beide Geographic Information Engineering Co., Ltd."
5010,728889472,"Yunnan Baqu Logistics Distribution Co., Ltd."
5011,728824182,"Yunnan Baozhong International Travel Agency Co., Ltd. Guanshang Zhonglu Retail D epartment"
5012,728804009,"Yunnan Baozhong International Travel Agency Co., Ltd. Chenggong Luolong Park Ret ail Depar"
5013,728857894,"Yunnan Baozhong International Travel Agency Co., Ltd. Beijiao Xiaochang Village Retail Dep"
5014,728773124,"Baoshan Traffic Travel Agency Co., Ltd."
5015,728744395,"Baoshan Hongsheng Car Service Co., Ltd."
5016,728812704,"Yunnan Baoshan Traffic & Transport Group Co., Ltd. Tengchong Car Service Branch"
5017,547917000,"Yunnan Baoshan Hongkan Construction Engineering Co., Ltd."
5018,728897788,"Yunnan Baoshan Chengnan Architecture Engineering Co., Ltd. Gengma Branch"
5019,728899502,"Yunnan Baolintang Jewelry Group Co., Ltd."
5020,728757888,"Yunnan Baolan Industry Co., Ltd."
5021,728900860,"Yunnan Baolan Technology Co., Ltd."
5022,728836204,"Yunnan Baodun Investment Co., Ltd."
5023,728902945,"Wenshan Yuzhi Business Management Service Co., Ltd."
5024,728771005,"Yunnan Baoxin New Energy Chongdianzhuang Co., Ltd."
5025,639598712,"Yunnan Bangna Bodi Food Development Co., Ltd. Dianchi Resort Branch"
5026,638139603,"Taizhou Bangding Beauty Service Co., Ltd."
5027,728861470,"Yunnan Shuangshou Removal Service Co., Ltd."
5028,728827685,"Yunnan Baixiang Construction Engineering Co., Ltd. Chengjiang Jiu Village Branch"
5029,728856359,"Yunnan Baixiang Construction Engineering Co., Ltd. Chengjiang Branch"
5030,639592892,"Yunnan Yaoxiaobao Child Health Industry Co., Ltd."
5031,728843873,"Pu'er Jingmai Bolian Pu'er Tea From The Pu'er Region Of Yunnan Manor Co., Ltd."
5032,728788051,"Wenshan Lishan Commerce and Trade Co., Ltd."
5033,728804315,"Qujing Lishan Commerce and Trade Co., Ltd."
5034,639600255,"Yunnan Lanmao Pet Supplies Co., Ltd."
5035,639563595,"Zhongji Technology Industry Development (Yunnan) Group Co., Ltd."
5036,728778886,"Yunnan Baiben Technology Co., Ltd."
5037,638033666,"Yunnan Baiang Construction Engineering Detection Co., Ltd. Zhaotong Branch"
5038,638043469,"Yunnan Bacai Yitang Catering Management Co., Ltd. Lishui Tianjin Store"
5039,638054198,"Yunnan Bacai Yitang Catering Management Co., Ltd. Jinyulanwan Store"
5040,547920561,Yunnan Aerospace Industry General Company Xinghang Refrigeration Processing Factory
5041,547841127,Dali Bai Autonomous Prefecture Association for Science & Technology
5042,728752629,"Yunnan Yamei Pharmaceuticals Co., Ltd. Yunjitang Pharmacy Beiyang Street Shop"
5043,728761639,"Yunnan Yamei Pharmaceuticals Co., Ltd. Guandu Yiyuan Community Shop"
5044,639670420,"Yunnan Aoyang Labour Dispatching Co., Ltd. Nujiang Branch"
5045,639608636,"Yunnan Aoshun Architecture Engineering Co., Ltd. Kunming No.6 Branch"
5046,639537978,"Yunnan Aosheng Architecture Engineering Co., Ltd. Pu'er Zhenxinglu Branch"
5047,639603689,"Yunnan Aosheng Architecture Engineering Co., Ltd. Mojiang Branch"
5048,638059011,"Yunnan Aosheng Architecture Engineering Co., Ltd. Fuyuan Branch"
5049,639604918,"Yunnan Aosheng Architecture Engineering Co., Ltd. Chuxiong Branch"
5050,638009125,"Shanpei (Yunnan) Logistics Co., Ltd."
5051,728751856,"Yunnan Anyi Safety Evaluation Co., Ltd. Qujing Branch"
5052,639595624,"Yunnan Anyao Business Management Co., Ltd. Luliang Branch"
5053,728762604,"Yunnan Anxin Insurance Sales Co., Ltd. Kunming Branch"
5054,547760496,"Yunnan Anning Chemical Fertilizer Co.,Ltd."
5055,638036196,"Yunnan Anlun Investment Co., Ltd."
5056,547798252,"Kunming Donghui Economic and Trade Co., Ltd."
5057,728746484,"Yanshan Anfuxiang Environmental Protection Material Co., Ltd."
5058,728773012,"Yunnan Andeli Agriculture And Forestry Technology Co., Ltd"
5059,728809167,"Yunnan Anzhi Express Delivery Co., Ltd. Shilin Branch"
5060,639566591,"Yunnan Aliang Cultural Development Co., Ltd. Xinzhai Branch"
5061,637985779,"Yunnan Aliang Cultural Development Co., Ltd. Xi Yangtang Branch"
5062,638000863,"Yunnan Aliang Cultural Development Co., Ltd. Naoshang Branch"
5063,637982932,"Yunnan Aliang Cultural Development Co., Ltd. Mohong Branch"
5064,637982702,"Yunnan Aliang Cultural Development Co., Ltd. Laochang Branch"
5065,638007221,"Yunnan Aliang Cultural Development Co., Ltd. Jianglang Branch"
5066,639566606,"Yunnan Aliang Cultural Development Co., Ltd. Jiamahei Branch"
5067,637976621,"Yunnan Aliang Cultural Development Co., Ltd. Huangnihe Branch"
5068,638006550,"Yunnan Aliang Cultural Development Co., Ltd. Gugan Branch"
5069,637989001,"Yunnan Aliang Cultural Development Co., Ltd. Fu Village Branch"
5070,638011319,"Yunnan Aliang Cultural Development Co., Ltd. Bamboo Farm Branch"
5071,637985775,"Yunnan Aliang Cultural Development Co., Ltd. Baima Branch"
5072,638010875,"Yunnan Aliang Cultural Development Co., Ltd. Yingshang Branch"
5073,728842011,"Yunnan Ajiuda Supply Chain Management Co., Ltd. Wanxing Impression Branch"
5074,639600596,"Yunnan Aizhi Luguoji Travel Agency Co., Ltd. Jinsha Neighborhood Retail Department"
5075,638044901,"Yunnan Aizhi Luguoji Travel Agency Co., Ltd. Haiming Road Retail Department"
5076,728816611,"Yunnan Aiwei Trading Co., Ltd. No.10 Branch"
5077,547798321,"Yunnan Airport International Tourism Co., Ltd."
5078,728836101,"Yunnan Airport Group Co., Ltd. Chuxiong Common Airport Construction Headquarters"
5079,728883681,"Yunnan Aierxin Education Technology Co., Ltd. Yiliang Branch"
5080,728745777,"Yunnan Aierxin Education Technology Co., Ltd. Honghe Branch"
5081,728853179,"Zhaotong Zhaoyang District Poverty Alleviation Investment Development Co., Ltd."
5082,728859809,"Yunnan Aibida Horticulture Technology Co., Ltd. Jiangchuan Branch"
5083,728821928,"Yunnan Agricultural Supplies Group Xishuangbanna Supply & Marketing Economy And Trade Co.,"
5084,547783592,Yunmeng County Medicine Company
5085,547840610,"Yunmeng County Daodian Grain Collect and Store Co., Ltd."
5086,728799428,"Yunlong County Yuangen Motor Vehicle Detection Co., Ltd."
5087,728900151,"Yunlong County Fengnong Agricultural Development Co., Ltd."
5088,639640653,"Yunlong County Zhihui New Energy Service Co., Ltd."
5089,728838163,"Yunlong County Achang Lvyuan Agricultural Development Co., Ltd. Miaodan Branch"
5090,639595405,"Yunlang Medicine (Tianjin) Co., Ltd. No.2 Branch"
5091,639608917,"Xuzhou Yunke Wangchuang Technology Co., Ltd."
5092,638020344,"Yunkang No.1 (Shenzhen) Health Management Co., Ltd."
5093,637994087,"Hainan Longxun Commerce And Trade Co., Ltd."
5094,547773923,"Yunjian (Beijing) Software Co., Ltd."
5095,638048937,"Xinjiang Shanggeng Biotechnology Co., Ltd."
5096,728864979,"Yunhui Technology (Beijing) Co., Ltd. Shanxi Branch"
5097,638114782,"Yunhe County Youchuang Big Data Operation Co., Ltd."
5098,547799657,Yunhe County Finance Bureau
5099,728868255,"Yunhaiyao (Tianjin) Catering Management Co., Ltd. Nanmen Waida Street Shop"
5100,547826461,"Yongda Elevator Equipment (China) Co., Ltd. Sichuan Branch"
5101,728828644,"Shanxi Yungang Digital Technology Co., Ltd."
5102,547891715,Yunfu Yuncheng District Yaogu Town Economic Development Corporation
5103,547891716,Yunfu Yuncheng District Gaofeng Economic Development Corporation
5104,547891723,Yunfu Yun'an District Agricultural Means of Production Company
5105,638105237,"Yunfu Shihai Enterprise Investment Co., Ltd."
5106,639570350,"Yunfu Tiantian Bangjian Medicine Franchise Co., Ltd. Yuncheng Luosha Market Shop"
5107,639537635,"Yunfu Tiantian Bangjian Medicine Franchise Co., Ltd. Luoding Fucheng Yili Anda S tore"
5108,639559310,"Yunfu Xinsheng Architecture Labor Service Co., Ltd."
5109,547740562,"Tianjin Yiguangtong Technology Co., Ltd."
5110,639628446,"Yunfu Caiding Center Marketplace Management Co., Ltd."
5111,728867335,"Xi'An Yuanshang Ecology Travel Management Co., Ltd."
5112,728825443,"Yunduan Industry Park Construction Co., Ltd."
5113,728776380,"Shaanxi Moqi Xinghe Industry Co., Ltd."
5114,728775460,"Xi'an Jinmiao Network Technology Co., Ltd."
5115,639553590,"Yundu Hot Spring Hotel Management (Yunnan) Group Co., Ltd. Guandu Branch"
5116,728884645,"Yundaer (Kunming) Economy And Trade Co., Ltd."
5117,547773359,"Beijing Lingdu Juzhenyi Daijianbing Internet-Surfing Service Co., Ltd."
5118,728865006,"Yuncheng Zhongtong Dianfa Express Courier Co., Ltd. Wanrong Branch"
5119,728899164,"Yuncheng Zhongtong Dianfa Express Courier Co., Ltd. Ruicheng County Dongbin Dong jie Branc"
5120,728760276,"Yuncheng Xiao Snail Network Technology Co., Ltd."
5121,637960926,"Yuncheng Yucai Books Co., Ltd. Ximen Street Branch"
5122,728910054,"Yuncheng Yaxing Ecotechnology Co., Ltd. No.3 Branch"
5123,728750893,Yuncheng Yanhu District Xibei Glasses Xingyududadao Branch
5124,728915191,Yuncheng Yanhu District Shengxiang Petrol Station Shilipu Station
5125,728868446,Yuncheng Yanhu District Jiuxingnong Plantation Specialty Cooperative
5126,638059742,Yuncheng Yanhu District Haowei Laizhong Primary School Student Off Campus Trusteeship Serv
5127,639644724,"Jishan County Wuhuama Agriculture & Animal Husbandry Co., Ltd."
5128,638023349,Yuncheng Yanhu District Baijiahao Pharmacy Xinjiang County Educational Establishment Garde
5129,728868331,"Yuncheng Yabao Pharmacy Franchise Co., Ltd. Xinjiang County Yihe Pharmacy"
5130,728833213,"Yuncheng Yabao Pharmacy Franchise Co., Ltd. Ruicheng Yangcheng Pharmacy"
5131,728755002,"Yuncheng Yabao Pharmacy Franchise Co., Ltd. Linyi Huanhai Pharmacy"
5132,728865396,"Yuncheng Yabao Pharmacy Franchise Co., Ltd. Jiefang Beilu No.2 Store"
5133,728884668,"Yuncheng Yabao Pharmacy Franchise Co., Ltd. Fenghuangbei Road Shop"
5134,728899412,"Yuncheng Xinyunxiang Concrete Co., Ltd. Zhangliang Branch"
5135,728864808,"Yuncheng Xinjin Commerce and Trade Co., Ltd."
5136,728915028,"Yuncheng Weiwu Commerce and Trade Co., Ltd. Pinglu Beijie Branch"
5137,728897488,"Yuncheng Wanjiakang Pharmacy Co., Ltd. Yanhu District Dongliu Branch"
5138,728848087,"Yuncheng Wangxin Real Estate Development Co., Ltd. Yongji Project Department"
5139,639634106,"Yuncheng Tianma International Travel Agency Co., Ltd. Xinjiang Longxing Sales Department"
5140,728873870,"Yuncheng Ruitong Car Passenger Transportation Center Station Co., Ltd. Housekeep ing Servi"
5141,728877745,"Yuncheng Nanfeng Shopping Center Co., Ltd. Yanhu College Xilu Branch"
5142,639587693,"Yuncheng Lvxing New Energy Co., Ltd. Pinglu Branch"
5143,639587691,"Yuncheng Lvxing New Energy Co., Ltd. Ruicheng Branch"
5144,728824844,"Yuncheng Longkang Finance Consulting Co., Ltd."
5145,728776989,"Yuncheng Liaoyuan Ecotechnology Co., Ltd."
5146,728849661,"Yuncheng Liangjie Real Estate Development Co., Ltd. Wenxi Branch"
5147,638025586,"Yuncheng Kerui Shiguang Technology Co., Ltd. Dongkou Branch"
5148,639581641,"Yuncheng Jiaye Enterprise Management (Suzhou) Co., Ltd Co., Ltd. Zaozhuang Branch"
5149,638050126,"Shanxi Jiuzhouyuan Car Sales Co., Ltd."
5150,547863514,"Yuncheng Hualian Shopping Plaza Co., Ltd."
5151,728868243,"Yuncheng Huajie New Energy Co., Ltd."
5152,728743682,Yuncheng Guo New Energy Coal Distribution Company Small Store Branch
5153,728824737,"Yuncheng Fuliqi Property Brokerage Co., Ltd."
5154,728753036,"Yuncheng Fuliqi Property Brokerage Co., Ltd. Beicheng Branch"
5155,728887504,"Yuncheng Bihua Real Estate Development Co., Ltd."
5156,728837416,"Yuncheng Economic & Technological Development Zone Yihong Housekeeping Service C o., Ltd."
5157,728748564,Yuncheng Economic & Technological Development Zone Gelinsi English Education Con sulting C
5158,637970030,"Hainan Jiuyue Industry Co., Ltd."
5159,638159022,"Yuncheng County Xindongneng Industry Development Investment Co., Ltd."
5160,639510000,"Yuncheng County Huachen Real Estate Agent Information Service Co., Ltd."
5161,728750211,"Yuncheng Zhongguo International Travel Agency Co., Ltd. Wenxi Sales Department"
5162,728776108,"Yuncheng Buqi Commerce and Trade Co., Ltd."
5163,728824671,"Yuncheng Anjia Real Estate Agency Service Co., Ltd."
5164,639669047,"Guangzhou Guguan Trading Co., Ltd."
5165,639547795,"Shanghai Xiangyueming Technology Co., Ltd."
5166,639546145,"Shanghai Nuoshen Industry Co., Ltd."
5167,639538746,"Yunan Zhongsheng Medical Co., Ltd. Yunan Zhongkang Clinic"
5168,547891725,Yunan County Tongmen Supply and Marketing Cooperatives
5169,547891727,Yunan County Pingtai Supply and Marketing Cooperatives
5170,547891730,Yunan County Songgui Supply and Marketing Cooperatives
5171,547893304,Yunan County Supply and Marketing Cooperatives Association
5172,547891729,"Yunan County Shuntong Motor Vehicle Detection Co., Ltd."
5173,638110412,"Yunnan Dianlongdan Biotechnology Co., Ltd."
5174,638001256,Yun County Zhulan Dongfeng Glasses Store No.3 Branch
5175,728764398,"Yun County No.1 Steak Catering Service Co., Ltd."
5176,547748038,Yun County Lvsongshi Development Company No.1 Arts And Crafts Factory
5177,728896642,"Yun County Changlong Industry Gas Co., Ltd."
5178,547724984,Yun County Automobile Gear General Factory Prefabrication Factory
5179,728783720,"Yumen Yuxi Veterinary Drugs Sales Co., Ltd. Huanghua Branch"
5180,728828897,"Yumen Xinhongxiang Advertising Decoration Engineering Co., Ltd."
5181,728868593,"Yumen Shanghui Real Estate Development Co., Ltd."
5182,728802597,"Yumen Haofu Industry Sewage Treatment Co., Ltd."
5183,728776028,"Yumen Dashijie Glasses Co., Ltd. Car-free Zone Flagship Branch"
5184,728752971,"Yumen Yumen Guanwenhua Tourism Development Co., Ltd."
5185,639619044,"Yumeiren Hospital Management (Chengdu) Co., Ltd. Hangzhou Branch"
5186,639550435,"Baisheng Catering (Wuhan) Co., Ltd. Guanggu Langshi Store"
5187,638071911,"Yum! Restaurants (Wuhan) Co., Ltd. Bishengke Nanhu Du Committee Restaurant"
5188,638003964,"Yum! Restaurants (Wuhan) Co., Ltd. Kunming Bangsheng Public Square Restaurant"
5189,728786774,"Baisheng Catering (Shenyang) Co., Ltd. Jilin Kendeji Changchunlu Restaurant"
5190,728798396,"Baisheng Catering (Shenyang) Co., Ltd. Changchun Bishengke Prince's Mansion Jing 'aolai Re"
5191,639562568,"Yum!(Shenyang) Co., Ltd. Tongliao Branch Ulanhot Bishengke Restaurant"
5192,728899706,"Baisheng Catering (Shenyang) Co., Ltd. Harbin Kendejisongpu Daqiao Restaurant"
5193,728836241,"Baisheng Catering (Xi'an) Co., Ltd. Kendeji Yan'an Wuyue Restaurant"
5194,728767321,"Baisheng Catering (Xi'an) Co., Ltd. Kendeji Xi'an Airport T3 Waimai Store"
5195,728874907,"Baisheng Catering (Xi'an) Co., Ltd. Kendeji Sanqiao Xinjie Restaurant"
5196,728857005,"Baisheng Catering (Xi'an) Co., Ltd. Kende Jida Yuecheng Restaurant"
5197,639570426,"Yum Catering(Xi'An) Co., Ltd. Kendeji Electronics Xi Street Restaurant"
5198,639610867,"Yum Catering (Fuzhou) Co., Ltd. Kendeji Union Jianxin Yuan Restaurant"
5199,639627915,"Yum Catering (Fuzhou) Co., Ltd. Jinjiang Yangguang Road Restaurant"
5200,638023037,"Yum Catering (Fuzhou) Co., Ltd. Kendeji Chuangye Large Building Restaurant"
5201,637999810,"Yum Catering (Fuzhou) Co., Ltd. Kendejijiangbin Middle Boulevard Restaurant"
5202,728887463,"Yulong County Wenzhi Second-hand Car Exchange Market Co., Ltd. Lushuifen Company"
5203,639643838,"Yulong County Jingshun Husbandry Co., Ltd. Liming Branch"
5204,728799196,"Yulong County Dahuilong Commerce and Trade Co., Ltd. Zhonghe Branch"
5205,728753622,"Yulin Chengtou Xigang Property Co., Ltd."
5206,547882886,"Yulin Zuixiang Wine Industry Co., Ltd."
5207,639615797,"Yulin Zhuangxiansheng Legal Consulting Co., Ltd. Bobai Branch"
5208,728763948,"Yulin Zhonghui Holiday Travel Agency Co., Ltd."
5209,639616365,"Yulin Zhiyou Pharmaceuticals Co., Ltd. Jiabiao Pharmacy"
5210,639612745,"Yulin Zhiyou Pharmaceuticals Co., Ltd. Panlong Xintai Pharmacy"
5211,639562571,"Yulin Zhiting Xiongdi Barbecue Catering Co., Ltd. Hengshan Branch"
5212,728751745,"Yulin Yuanzailai Catering Service Co., Ltd."
5213,728823306,"Yulin Yongchang Advertising Media Co., Ltd. Gaoxin Branch"
5214,638162072,"Shaanxi Yongsheng Zhiyuan Advertising Media Co., Ltd."
5215,639653911,"Yulin Yezhijiao Agriculture Group Co., Ltd. Yulin Branch"
5216,728884087,"Yulin Yangguang Construction Engineering Co., Ltd."
5217,728744625,"Yulin Xinghua Architecture Co., Ltd. Jia County Branch"
5218,638067865,"Yulin Water Affairs Group Jingbian Water Supply Co., Ltd."
5219,728871862,"Shaanxi Sanjiang Energy Chemical Co., Ltd."
5220,728743986,"Yulin Tongjitang Pharmaceutical Science & Technology Co., Ltd. Dongjie Branch"
5221,547924233,"Yulin Tiancheng Automobile Service Co., Ltd."
5222,639600129,"Guangxi Hengneng Electrical Engineering Survey Co., Ltd."
5223,728755495,"Yulin Shentong Express Delivery Co., Ltd."
5224,728877186,"Yulin Shentong Express Delivery Co., Ltd. Hengshan Branch"
5225,728779899,"Yulin Shengwei Architecture Engineering Co., Ltd."
5226,638158227,"Yulin Dashan Mili Agriculture Development Co., Ltd."
5227,639588129,"Yulin Sensheng Mining Industry Engineering Co., Ltd. Xinjiang Branch"
5228,639592046,"Yulin Yuheng Investment Co., Ltd."
5229,639614707,"Yulin Ruiru Coffee Co., Ltd. Yudong San Zhongdian"
5230,639600561,"Yulin Rong County Jinge Consignment Co., Ltd. Bobai Branch"
5231,728787931,"Shenmu Shihe Weigui Property Management Co., Ltd."
5232,638140911,"Yulin Qingshui Yuanzai Unboiled Water Huiyong Co., Ltd."
5233,639652888,"Yulin Hengwei Changda New Energy Co., Ltd."
5234,639650950,"Guangxi Pinhuajuzhenghao Food Co., Ltd."
5235,638075214,"Guangxi Tongzhouhui Commerce and Trade Co., Ltd."
5236,639566076,"Yulin Meiyitian Convenience Supermarket Franchise Co., Ltd. Shenmu Jingmeilu No.24 Branch"
5237,638167605,"Yulin Meiyitian Convenience Supermarket Franchise Co., Ltd. No.1 Institute No.18 Branch"
5238,728856952,"Yulin Maiguoguo Commerce and Trade Co., Ltd."
5239,637999653,"Yulin Luchan Shengxian Food Co., Ltd. Luchuan Branch"
5240,639585333,"Weifang Zhongke Green Engergy Environmental Protection Equipment Technology Co., Ltd."
5241,728776189,"Yulin Tailige Property Co., Ltd."
5242,638146492,"Yulin Shiji Jiahui Real Estate Development Co., Ltd."
5243,728744832,"Yulin Jiulongtang Medicine Co., Ltd. Mizhi Yinbeilu Branch"
5244,728903391,"Yulin Jiuletong Electronic Science & Technology Co., Ltd."
5245,728827208,"Yulin Jiuhe Coal Distribution Co., Ltd."
5246,728821196,"Yulin Jisheng Network Technology Co., Ltd."
5247,728734876,"Yulin Jinshenghua Energy Co., Ltd. Jiaocheng Branch"
5248,728915594,"Yulin Jinnuo Property Service Co., Ltd."
5249,728777094,"Yulin Jinchang Architecture Engineering Co., Ltd. Jia County Branch"
5250,728810133,"Yulin Jiesuda Logistics Co., Ltd."
5251,728852576,"Yulin Huiyou Construction Engineering Co., Ltd. Qingjian Branch"
5252,728763716,"Yulin Jianeng Commerce and Trade Co., Ltd."
5253,547857573,"Yulin Huabang Foodstuff Co., Ltd. Nanjiang Branch"
5254,728871421,"Yulin Hongye Electrical Engineering Co., Ltd."
5255,728877816,"Yulin Fengrao Livestock Co., Ltd."
5256,728855127,"Yulin Hongtong Construction Engineering Co., Ltd."
5257,728802994,"Yulin Hengtong Road Bridge Construction Co., Ltd. Jia County Branch"
5258,728751727,"Yulin Hengtai Xingye Pharmaceutical Science & Technology Co., Ltd. Literary Repu tation Br"
5259,728814389,"Shaanxi Tianqi Biotechnology Co., Ltd."
5260,728863983,"Yulin Guotai Energy Co., Ltd."
5261,639565538,"Yulin Guixi Catering Co., Ltd. Yuzhou Branch"
5262,728806115,"Yulin Guangjitang Medicine Franchise Co., Ltd. Yuxi Shengjing Chain Store"
5263,728896848,"Yulin Guangjitang Medicine Franchise Co., Ltd. Heshun Jiayuan Chain Store"
5264,638051688,"Yulin Guangjitang Medicine Franchise Co., Ltd. Shenmu Shijinjie No.3 Branch"
5265,728872345,"Yulin Guangjitang Medicine Franchise Co., Ltd. Leilongwan Chain Store"
5266,547808808,Yulin Glass Factory Medical Bottle Branch
5267,638046116,"Yulin Fuyihao Commerce and Trade Co., Ltd."
5268,547821272,Yulin First Construction & Installation Engineering Company
5269,639619024,"Yulin Yizhi Trading Co., Ltd."
5270,728782730,"Yulin Dongfang Group Fuxing Car Sales Service Co., Ltd. Hengshan Branch"
5271,728849385,"Yulin Dexing Yanxi Culture Co., Ltd. Shenmu Branch"
5272,639677691,"Guangxi Dongrong Cultural Development Co., Ltd."
5273,728802957,"Yulin Dasheng Transportation Co., Ltd. Shenmu Daliuta Branch"
5274,639628972,"Yulin Daqian Communications Equipment Co., Ltd. Jiangnan Business Office"
